User_ID,Session_ID,Product_ID,Category_Name,Brand_ID,Event_Type,Timestamp,Device_Type,Traffic_Source,User_Region,User_Age_Group,Membership_Type,Session_Duration_sec,Time_Spent_On_Product_sec,Time_Since_Last_Event_sec,Event_Sequence_Order,Product_Price,Discount_Percent,Product_Rating,Review_Count,Stock_Status,Delivery_Option,Previous_Views,Previous_Cart_Additions,Previous_Purchases,Category_View_Count,Brand_Interaction_Count,Wishlist_Count,Cart_Abandonment_Rate,Purchase_Frequency,Average_Order_Value,Customer_Loyalty_Score,Click_Rate,Page_Scroll_Depth_Percent,Repeat_Visit_Count,Search_Frequency,Offer_Interaction_Count,Recommendation_Action
12063,50341,22148,Grocery,3620,Search_Click,2024-11-17 22:32:05,Mobile,Search_Engine,East,25-34,Silver,5243,306,2,42,20128.38,15.06,3.37,6796,Limited_Stock,Express,84,21,17,55,6,12,0.807,0.97,29705.61,96.56,0.241,6.17,19,22,9,Add_to_Cart
13885,54568,23396,Sports,3684,Wishlist_Add,2024-12-15 20:55:23,Desktop,Social_Media,Central,18-24,Regular,2148,78,1310,10,39785.0,46.25,1.09,3175,Out_of_Stock,Standard,82,11,7,56,30,4,0.972,0.72,23842.21,24.8,0.079,17.09,8,12,17,View
10065,57863,24425,Fashion,3552,Product_View,2024-03-07 18:25:41,Mobile,Direct,East,18-24,Regular,3120,139,1500,8,75745.82,42.49,4.55,13029,Limited_Stock,Same_Day,11,20,11,54,43,26,0.106,0.102,19310.39,56.14,0.206,88.43,4,1,11,View
12569,61968,23720,Grocery,3035,Product_View,2024-10-23 23:06:00,Desktop,Advertisement,East,18-24,Silver,4288,96,399,12,51857.14,66.81,2.37,8557,In_Stock,Standard,88,23,25,25,24,28,0.759,0.298,48733.12,79.23,0.215,32.55,5,15,8,Add_to_Cart
15464,52297,24802,Electronics,3571,Product_View,2024-07-11 11:56:27,Desktop,Search_Engine,North,25-34,Premium,3242,536,575,43,74137.48,38.94,4.81,14779,In_Stock,Standard,17,15,9,45,20,12,0.419,0.496,16748.14,27.77,0.623,86.04,2,9,9,View
15249,50235,20221,Furniture,3705,Cart_Add,2024-06-09 11:47:00,Desktop,Advertisement,North,55+,Silver,1790,48,1563,56,25189.42,41.43,4.76,8287,Out_of_Stock,Express,78,21,7,46,19,23,0.39,0.737,44823.69,54.68,0.889,53.52,17,21,12,Add_to_Cart
12028,55203,25911,Books,3722,Cart_Add,2024-04-03 05:16:18,Desktop,Email,West,35-44,Silver,3801,757,1623,38,8796.76,19.04,1.21,11219,In_Stock,Express,15,2,19,31,39,20,0.483,0.307,34268.45,11.98,0.761,54.65,0,10,6,View
12696,59309,21862,Electronics,3372,Product_View,2024-11-26 12:33:31,Mobile,Advertisement,South,55+,Silver,3390,614,157,9,28011.01,67.49,4.77,10898,In_Stock,Standard,80,0,8,49,29,0,0.252,0.956,45144.16,5.8,0.174,90.19,26,20,13,View
11496,60101,22615,Beauty,3031,Search_Click,2024-06-28 14:04:26,Mobile,Social_Media,East,18-24,Regular,2471,97,1537,55,6949.47,72.86,3.54,11386,In_Stock,Express,54,18,12,16,33,10,0.733,0.735,21195.82,3.17,0.561,82.58,7,34,16,View
15259,59610,25092,Home_Appliances,3174,Search_Click,2024-04-12 10:17:35,Mobile,Social_Media,South,25-34,Gold,2632,117,424,35,32195.48,36.42,3.83,4088,In_Stock,Express,45,18,16,24,35,21,0.746,0.766,5527.8,24.15,0.809,70.96,11,10,4,Add_to_Cart
15619,51292,21022,Toys,3390,Search_Click,2024-04-17 08:02:21,Tablet,Advertisement,East,45-54,Regular,1789,314,780,39,59367.65,5.51,4.67,6663,Limited_Stock,Standard,88,0,26,28,5,26,0.139,0.457,33480.84,18.1,0.064,11.79,21,3,8,View
10392,61681,20110,Toys,3710,Product_View,2024-05-27 23:25:13,Mobile,Social_Media,North,35-44,Gold,4460,504,839,53,30295.48,20.42,2.19,12317,In_Stock,Standard,38,19,14,68,10,1,0.699,0.62,13798.44,38.82,0.57,60.7,35,0,17,View
15795,54728,24245,Books,3106,Search_Click,2024-04-23 04:28:25,Mobile,Social_Media,Central,18-24,Gold,4795,429,7,8,17425.83,0.81,2.9,9390,In_Stock,Standard,1,0,13,60,20,17,0.063,0.949,3717.83,36.39,0.258,52.26,4,14,10,View
14515,61847,23849,Footwear,3275,Product_View,2024-02-17 11:35:46,Desktop,Search_Engine,West,18-24,Silver,5080,518,853,23,6595.51,14.13,2.17,4822,In_Stock,Express,8,13,30,0,33,26,0.723,0.522,29730.98,14.05,0.692,36.91,23,13,5,View
14475,58721,20699,Footwear,3096,Wishlist_Add,2024-09-05 22:37:39,Mobile,Direct,East,25-34,Regular,2690,838,186,44,36680.25,0.99,1.9,7948,Out_of_Stock,Express,46,14,1,34,42,27,0.63,0.505,30975.53,25.06,0.172,26.41,30,9,18,View
15893,61517,25530,Furniture,3682,Product_View,2024-04-20 15:50:59,Desktop,Email,Central,25-34,Silver,2527,250,365,5,91828.96,48.4,4.78,11935,Limited_Stock,Express,74,8,10,47,37,21,0.096,0.332,41672.61,55.78,0.241,61.75,13,34,9,View
13562,60173,20108,Toys,3030,Search_Click,2024-02-02 09:07:07,Mobile,Search_Engine,North,45-54,Regular,4154,448,859,56,62294.83,62.15,2.02,401,Limited_Stock,Standard,89,22,7,23,39,11,0.873,0.435,56148.39,50.38,0.298,59.34,22,16,16,View
12279,52940,20389,Beauty,3794,Search_Click,2024-04-24 22:15:45,Mobile,Direct,West,35-44,Silver,3666,149,1449,14,76043.1,65.1,1.72,942,In_Stock,Express,30,21,13,18,36,29,0.248,0.495,52926.67,33.71,0.397,37.97,17,25,12,View
13100,55436,20425,Toys,3161,Cart_Add,2024-06-04 22:25:38,Mobile,Search_Engine,South,18-24,Regular,1346,866,1791,49,61688.85,19.55,2.83,3108,Limited_Stock,Same_Day,87,15,20,21,14,29,0.201,0.591,1992.72,45.58,0.718,21.82,33,16,11,Add_to_Cart
10201,56982,22495,Electronics,3306,Product_View,2024-01-04 20:28:52,Mobile,Social_Media,West,18-24,Silver,1270,334,662,17,66077.47,41.34,4.96,12808,In_Stock,Standard,65,19,24,6,31,9,0.868,0.959,5428.62,80.64,0.107,19.39,35,27,10,Add_to_Cart
15960,55393,22966,Home_Appliances,3623,Search_Click,2024-10-31 17:25:59,Desktop,Direct,South,45-54,Regular,231,36,254,22,55325.2,52.64,1.3,9147,In_Stock,Standard,39,0,5,50,11,28,0.136,0.112,23894.42,70.47,0.058,69.67,32,10,1,Ignore
14876,59522,25188,Fashion,3724,Cart_Add,2024-03-22 13:52:02,Desktop,Social_Media,East,25-34,Regular,2565,823,341,30,53723.17,54.61,4.3,12338,Limited_Stock,Express,50,17,2,37,24,8,0.569,0.138,41584.36,61.47,0.206,96.87,36,27,16,View
13105,57973,22704,Toys,3196,Product_View,2024-02-19 04:01:29,Mobile,Direct,South,18-24,Regular,205,252,378,5,50630.93,2.71,2.31,9581,In_Stock,Express,51,0,5,68,21,27,0.841,0.125,48768.11,39.3,0.807,55.5,16,12,9,View
14599,51234,22000,Grocery,3608,Search_Click,2024-03-30 02:56:06,Tablet,Direct,South,45-54,Regular,1051,19,531,43,36618.13,17.02,2.75,14318,Limited_Stock,Express,78,21,7,26,9,20,0.146,0.497,15183.92,87.62,0.266,13.9,5,31,18,View
12455,59946,25760,Sports,3338,Product_View,2024-02-13 08:22:19,Tablet,Social_Media,West,35-44,Regular,4677,298,1006,24,59004.71,28.46,3.93,12897,Limited_Stock,Standard,44,16,3,38,17,4,0.258,0.621,14158.3,49.6,0.376,43.68,7,1,17,View
13646,52801,23576,Grocery,3138,Cart_Add,2024-06-02 21:48:58,Mobile,Search_Engine,East,18-24,Regular,1391,190,614,29,76447.77,20.22,2.65,11376,In_Stock,Express,89,16,9,65,10,0,0.005,0.209,54223.2,6.56,0.241,22.33,11,28,16,View
15848,61126,21528,Furniture,3790,Product_View,2024-01-03 20:05:41,Mobile,Search_Engine,North,35-44,Regular,137,64,290,33,60743.82,58.49,1.92,13683,In_Stock,Standard,52,7,5,27,21,20,0.112,0.604,4276.23,51.79,0.886,88.58,11,3,5,View
10805,60952,24054,Electronics,3447,Wishlist_Add,2024-04-04 07:32:00,Tablet,Search_Engine,West,25-34,Silver,4737,723,1071,19,18841.11,11.38,4.66,2090,In_Stock,Standard,66,15,6,66,49,27,0.371,0.048,24027.8,58.41,0.186,75.28,20,1,0,View
12732,52776,22027,Fashion,3310,Product_View,2024-05-05 09:19:18,Mobile,Advertisement,East,25-34,Regular,4023,625,1091,41,27013.5,68.95,4.43,5053,Out_of_Stock,Standard,9,19,3,66,29,24,0.613,0.49,12454.72,5.54,0.202,90.42,32,25,3,View
15992,56045,22369,Books,3179,Product_View,2024-07-11 01:54:48,Mobile,Direct,Central,35-44,Regular,2226,818,195,10,66358.37,64.46,1.95,5923,In_Stock,Standard,40,10,0,19,24,20,0.706,0.14,19394.97,19.42,0.353,27.37,5,6,1,Ignore
12774,53488,22767,Sports,3337,Search_Click,2024-10-02 22:55:50,Mobile,Search_Engine,North,25-34,Regular,3920,389,68,49,8248.63,38.82,3.44,11551,In_Stock,Standard,79,17,33,16,25,5,0.646,0.119,51708.58,26.58,0.903,41.36,16,29,14,Add_to_Cart
11571,57384,21856,Toys,3234,Search_Click,2024-09-07 18:37:39,Desktop,Email,South,25-34,Silver,705,303,684,15,57945.32,61.69,4.78,11137,Limited_Stock,Standard,40,11,20,32,7,3,0.76,0.881,19844.18,40.49,0.85,63.16,8,25,19,Add_to_Cart
15057,53851,20447,Grocery,3249,Product_View,2024-04-01 16:07:33,Mobile,Direct,Central,25-34,Regular,1805,802,1116,21,57133.29,28.76,1.62,2119,Limited_Stock,Standard,27,19,3,15,26,5,0.775,0.245,759.84,82.38,0.661,33.39,10,13,7,View
15582,60720,21598,Beauty,3132,Product_View,2024-12-27 18:08:12,Mobile,Direct,South,35-44,Gold,2151,817,1765,42,11213.85,12.45,1.68,1489,In_Stock,Standard,19,17,9,57,9,22,0.05,0.7,42493.66,48.53,0.405,45.89,20,2,11,View
12691,54998,20210,Furniture,3249,Search_Click,2024-03-06 01:00:30,Mobile,Direct,East,25-34,Regular,124,13,104,25,29275.81,23.55,1.53,1890,In_Stock,Same_Day,8,22,26,33,28,28,0.266,0.041,53261.36,64.81,0.672,21.25,9,1,4,Add_to_Cart
13841,50891,20849,Beauty,3455,Product_View,2024-03-06 21:07:36,Mobile,Direct,North,45-54,Premium,736,876,220,21,18542.49,0.47,2.05,6174,In_Stock,Standard,20,5,24,22,23,19,0.358,0.994,57519.12,27.59,0.179,47.7,19,10,5,View
11029,55921,25959,Home_Appliances,3499,Product_View,2024-08-15 10:51:46,Mobile,Search_Engine,North,35-44,Silver,1593,827,1338,1,70356.42,73.22,2.29,10090,In_Stock,Standard,80,24,5,51,38,23,0.167,0.768,24104.51,17.19,0.647,85.53,35,32,18,Add_to_Cart
10503,60258,25684,Fashion,3063,Cart_Add,2024-09-15 02:10:35,Mobile,Search_Engine,West,25-34,Regular,4882,241,367,46,85231.84,58.05,1.07,10014,Limited_Stock,Standard,11,16,5,52,38,1,0.81,0.844,56908.12,35.76,0.013,35.15,17,2,12,View
14494,51189,21652,Furniture,3392,Wishlist_Add,2024-09-01 09:23:09,Desktop,Social_Media,East,25-34,Regular,2518,813,1450,23,77891.41,0.11,4.5,6551,In_Stock,Standard,40,22,10,29,48,23,0.825,0.575,55428.12,17.13,0.043,69.13,30,24,17,View
10871,55645,21917,Furniture,3257,Product_View,2024-11-22 20:57:44,Mobile,Direct,South,25-34,Regular,3743,140,1484,46,44202.84,62.01,3.53,9333,In_Stock,Express,5,10,7,17,18,29,0.519,0.012,18479.76,35.46,0.035,31.33,37,7,10,Ignore
14489,50741,23530,Home_Appliances,3248,Product_View,2024-07-14 22:15:10,Mobile,Search_Engine,South,25-34,Silver,488,874,166,17,21908.2,13.48,3.81,4494,In_Stock,Standard,29,11,10,11,21,9,0.825,0.305,38069.59,79.84,0.79,44.16,20,4,1,View
10207,51370,21919,Electronics,3264,Product_View,2024-07-25 23:00:13,Desktop,Social_Media,South,18-24,Regular,3599,527,505,14,57028.84,69.61,3.98,9992,In_Stock,Standard,9,23,30,51,6,6,0.057,0.158,4007.34,43.27,0.036,26.7,23,19,4,View
15135,59582,20577,Books,3467,Cart_Add,2024-08-03 06:55:28,Mobile,Advertisement,South,25-34,Premium,1031,501,1714,36,32572.86,14.99,1.25,2016,In_Stock,Express,43,9,25,48,21,10,0.433,0.63,24197.94,52.9,0.37,9.34,29,31,8,View
15978,52001,25762,Sports,3361,Cart_Add,2024-09-16 07:58:13,Mobile,Direct,North,18-24,Regular,3166,286,251,34,4455.36,15.95,4.9,3412,Limited_Stock,Standard,89,10,23,14,48,16,0.998,0.042,51489.35,24.53,0.506,78.78,5,24,6,View
11485,51472,20689,Furniture,3393,Product_View,2024-04-24 14:18:16,Mobile,Search_Engine,North,25-34,Regular,5184,459,1073,21,43684.36,70.19,1.36,11189,In_Stock,Express,52,15,30,35,48,12,0.205,0.142,7125.76,34.51,0.098,86.12,26,18,9,View
10864,51537,20790,Books,3179,Cart_Add,2024-12-18 00:30:27,Desktop,Search_Engine,South,25-34,Regular,5052,684,498,16,48813.4,36.84,1.57,9039,In_Stock,Express,62,6,8,47,15,16,0.734,0.272,25862.4,5.95,0.3,88.78,9,14,16,Ignore
12791,50319,25088,Beauty,3506,Purchase,2024-10-30 18:25:47,Mobile,Search_Engine,West,35-44,Regular,987,526,1464,19,88543.66,7.22,4.25,500,In_Stock,Express,56,11,1,53,32,3,0.473,0.829,50659.66,54.81,0.449,95.37,35,11,19,View
10564,60457,25073,Footwear,3499,Purchase,2024-09-01 14:57:03,Tablet,Direct,Central,45-54,Regular,1727,72,887,1,41926.71,41.91,3.17,1584,In_Stock,Standard,81,14,22,10,16,26,0.923,0.37,31552.63,31.84,0.725,76.01,4,29,6,View
15117,55154,21356,Footwear,3677,Purchase,2024-10-27 11:50:28,Desktop,Search_Engine,East,35-44,Gold,1389,39,641,12,24358.82,45.64,3.91,8134,In_Stock,Standard,84,17,16,52,17,5,0.753,0.334,13167.76,62.5,0.731,13.02,17,19,1,View
14192,51895,21688,Fashion,3603,Cart_Add,2024-05-26 19:31:53,Mobile,Social_Media,South,18-24,Premium,788,260,252,42,50544.75,50.61,2.47,6966,Out_of_Stock,Standard,48,12,7,12,28,1,0.789,0.305,55997.39,97.55,0.294,63.17,38,20,1,View
11758,61904,20350,Furniture,3704,Product_View,2024-07-08 18:09:42,Mobile,Email,East,35-44,Gold,142,826,814,28,19101.09,32.69,1.32,3030,In_Stock,Express,66,8,20,40,19,16,0.532,0.903,47336.31,94.05,0.683,19.32,15,24,4,Add_to_Cart
11679,61015,25868,Sports,3292,Product_View,2024-06-06 05:33:09,Desktop,Social_Media,South,45-54,Silver,489,236,178,58,71210.83,57.1,3.15,12579,In_Stock,Express,67,8,0,19,0,23,0.95,0.676,30720.48,37.16,0.351,94.86,3,6,19,View
13243,57992,22718,Furniture,3588,Cart_Add,2024-08-27 19:15:30,Mobile,Advertisement,West,25-34,Gold,3335,617,1786,42,52925.1,53.62,1.2,7678,In_Stock,Standard,57,14,15,58,32,26,0.163,0.995,59986.66,80.55,0.301,55.24,1,34,16,Add_to_Cart
14637,59468,23540,Sports,3099,Product_View,2024-07-05 05:51:01,Mobile,Social_Media,Central,45-54,Regular,4532,284,800,44,10059.33,0.57,1.3,6886,In_Stock,Standard,80,11,32,67,9,29,0.222,0.185,15081.29,63.7,0.089,95.32,25,17,1,Add_to_Cart
11060,61276,24522,Books,3607,Product_View,2024-11-20 00:40:16,Desktop,Email,South,45-54,Regular,2080,192,1797,28,52107.29,29.71,1.36,4009,In_Stock,Express,84,18,1,33,23,24,0.4,0.963,57151.74,33.43,0.41,6.89,9,22,3,View
15280,58593,24423,Footwear,3181,Product_View,2024-08-18 09:04:02,Mobile,Search_Engine,South,45-54,Regular,5374,446,1725,54,27167.07,27.87,1.95,97,In_Stock,Standard,47,5,33,9,11,15,0.488,0.179,20481.56,29.34,0.705,41.68,25,32,13,View
11723,55936,21130,Sports,3403,Wishlist_Add,2024-04-17 02:32:37,Mobile,Direct,Central,55+,Silver,1966,158,900,29,18325.37,71.53,1.39,9084,In_Stock,Standard,50,5,20,17,39,22,0.161,0.358,4448.89,82.45,0.218,51.69,4,34,5,View
13315,50724,24351,Home_Appliances,3666,Search_Click,2024-03-25 09:16:55,Mobile,Social_Media,South,35-44,Regular,4786,191,1005,25,8346.01,2.46,4.0,4952,Limited_Stock,Express,2,11,10,56,46,24,0.309,0.084,29561.51,5.58,0.915,51.43,5,27,17,View
13158,52330,24540,Footwear,3374,Product_View,2024-02-07 23:16:35,Mobile,Advertisement,North,35-44,Gold,3096,370,1329,35,87150.81,20.1,3.84,8632,In_Stock,Standard,40,20,21,38,33,23,0.181,0.319,54609.52,88.57,0.706,22.64,16,12,2,Add_to_Cart
15916,59328,24209,Furniture,3624,Wishlist_Add,2024-02-10 07:05:36,Mobile,Advertisement,West,35-44,Gold,2318,287,1323,45,75809.83,7.23,2.66,9218,Out_of_Stock,Express,3,20,29,47,0,17,0.025,0.399,56702.75,52.52,0.369,18.51,3,20,10,Add_to_Cart
12626,52771,25150,Home_Appliances,3683,Purchase,2024-07-05 01:48:57,Mobile,Search_Engine,North,25-34,Regular,937,878,432,53,78340.5,1.25,4.67,3237,Limited_Stock,Express,17,17,6,64,28,28,0.356,0.676,18713.29,54.46,0.507,17.5,3,8,4,View
12730,57546,24785,Beauty,3253,Search_Click,2024-01-15 07:34:51,Mobile,Search_Engine,West,18-24,Silver,3206,63,993,56,6702.93,44.61,1.31,14023,In_Stock,Same_Day,35,20,15,12,17,9,0.027,0.936,33266.88,74.05,0.23,86.19,21,0,5,Add_to_Cart
11598,54847,20991,Books,3122,Search_Click,2024-08-02 04:42:05,Mobile,Search_Engine,North,18-24,Regular,853,418,1789,28,94028.51,53.8,3.02,4707,Limited_Stock,Express,82,3,7,48,34,2,0.269,0.804,57575.27,98.86,0.159,85.44,24,24,5,View
13061,50268,21874,Fashion,3442,Product_View,2024-10-06 11:21:10,Mobile,Social_Media,North,45-54,Regular,2046,420,191,47,92244.68,27.1,4.9,6743,In_Stock,Standard,79,4,4,60,25,25,0.8,0.209,5122.56,47.37,0.845,79.4,10,19,13,View
12694,50570,24142,Toys,3717,Product_View,2024-11-15 00:40:23,Mobile,Email,South,25-34,Regular,5162,117,527,26,70073.44,63.84,1.66,2675,In_Stock,Standard,89,24,10,26,32,24,0.69,0.042,5116.33,52.12,0.218,32.65,13,9,9,View
14892,60749,25291,Sports,3245,Search_Click,2024-08-03 22:25:00,Mobile,Direct,West,25-34,Silver,5106,447,1525,34,87538.44,3.63,2.53,12637,In_Stock,Express,31,15,31,58,8,21,0.05,0.785,37839.43,49.63,0.305,49.92,23,33,12,Add_to_Cart
15148,51974,24853,Footwear,3639,Cart_Add,2024-06-15 02:11:51,Mobile,Advertisement,West,35-44,Regular,1145,128,673,56,80811.64,36.01,2.58,4067,In_Stock,Express,89,6,28,14,24,3,0.008,0.848,34326.97,67.39,0.304,39.18,3,7,10,Add_to_Cart
15740,58738,21377,Sports,3491,Cart_Add,2024-01-06 20:34:37,Mobile,Search_Engine,South,18-24,Silver,3365,798,882,23,67881.48,63.38,2.3,8084,Limited_Stock,Express,32,10,16,31,41,19,0.072,0.496,36206.52,41.55,0.873,88.8,2,11,17,Add_to_Cart
13628,52823,21227,Sports,3046,Wishlist_Add,2024-03-26 09:09:34,Desktop,Social_Media,West,25-34,Regular,4752,865,660,35,38258.28,61.59,1.47,1091,Out_of_Stock,Standard,69,23,8,17,3,22,0.928,0.373,6673.11,48.01,0.79,74.48,35,24,7,View
11364,54461,25346,Fashion,3452,Product_View,2024-12-10 01:07:46,Mobile,Direct,West,45-54,Regular,1905,856,1753,14,61288.8,39.16,1.96,9034,Limited_Stock,Express,83,7,23,23,3,21,0.287,0.095,33177.78,79.55,0.233,55.28,34,28,7,View
11982,50271,20564,Footwear,3296,Cart_Add,2024-07-13 15:51:30,Mobile,Direct,South,25-34,Silver,1110,796,1250,47,70729.36,73.59,2.61,3872,In_Stock,Standard,67,14,7,25,10,25,0.111,0.888,37198.64,3.91,0.081,52.61,37,29,2,View
15451,57642,22888,Grocery,3748,Product_View,2024-04-05 04:52:00,Mobile,Advertisement,East,25-34,Gold,5048,503,1599,1,29591.81,1.91,3.12,2177,In_Stock,Standard,1,13,30,54,11,25,0.682,0.259,24167.08,34.08,0.783,21.15,33,34,5,View
11664,58931,21341,Home_Appliances,3141,Product_View,2024-08-24 19:01:07,Desktop,Advertisement,Central,18-24,Regular,2460,873,1097,54,42593.29,62.24,4.05,4580,In_Stock,Standard,63,22,25,23,8,11,0.322,0.891,39620.05,57.96,0.819,52.54,11,2,5,Add_to_Cart
11530,56681,23738,Toys,3633,Cart_Add,2024-04-13 13:39:24,Mobile,Email,North,35-44,Regular,5290,166,300,21,93953.33,66.48,3.06,12403,In_Stock,Standard,15,16,0,67,37,12,0.576,0.569,26140.93,84.77,0.799,31.01,14,6,5,View
12039,51258,21438,Sports,3521,Cart_Add,2024-09-29 03:08:00,Desktop,Search_Engine,West,25-34,Regular,126,133,272,35,67409.25,37.56,2.48,387,Limited_Stock,Express,18,11,12,69,22,14,0.753,0.31,10424.61,13.45,0.581,78.55,24,1,5,View
15593,58251,20095,Footwear,3066,Cart_Add,2024-02-15 06:03:24,Mobile,Search_Engine,Central,25-34,Silver,4043,213,1165,26,52282.5,53.46,1.52,11418,In_Stock,Express,1,18,27,1,35,4,0.776,0.346,29969.45,89.18,0.871,88.7,28,15,4,Add_to_Cart
13303,55371,23297,Footwear,3483,Search_Click,2024-04-01 16:07:48,Mobile,Direct,South,18-24,Silver,1534,899,243,40,9709.48,45.17,4.87,10905,In_Stock,Standard,59,19,9,16,34,10,0.749,0.881,46180.45,52.58,0.787,12.91,31,28,16,View
12238,54859,25899,Sports,3309,Cart_Add,2024-09-18 17:26:40,Mobile,Direct,West,45-54,Premium,1146,484,1784,22,46373.9,14.9,2.62,10501,In_Stock,Standard,1,3,20,52,4,8,0.329,0.058,38400.97,55.91,0.614,61.03,29,16,13,View
15505,58582,20949,Beauty,3460,Product_View,2024-04-23 08:37:59,Mobile,Search_Engine,Central,25-34,Regular,3040,438,970,53,5833.2,41.1,4.64,11222,In_Stock,Same_Day,28,12,14,23,31,1,0.673,0.234,7572.44,49.63,0.184,48.65,8,19,13,Ignore
15497,58911,24649,Footwear,3593,Product_View,2024-10-22 04:26:39,Mobile,Email,North,55+,Regular,4926,410,372,44,71292.41,27.07,1.24,10129,In_Stock,Same_Day,41,14,12,20,24,19,0.586,0.714,9358.93,41.09,0.616,57.31,34,11,12,View
11307,57000,22693,Books,3772,Cart_Add,2024-08-20 00:18:55,Desktop,Social_Media,Central,25-34,Gold,3634,859,1692,13,7269.76,56.93,4.51,8937,In_Stock,Standard,39,18,16,52,13,7,0.927,0.451,35319.17,32.11,0.785,88.95,26,4,13,View
14030,50121,24162,Toys,3398,Search_Click,2024-02-05 19:23:45,Desktop,Email,East,45-54,Premium,4079,247,1702,22,68255.29,63.68,1.08,1485,In_Stock,Express,6,24,23,61,14,14,0.769,0.038,2263.84,92.09,0.783,11.78,20,6,2,View
12676,56909,23282,Toys,3469,Product_View,2024-01-01 02:23:24,Mobile,Direct,West,25-34,Gold,3125,669,690,32,35080.2,43.24,2.61,581,Limited_Stock,Standard,17,20,19,33,44,11,0.63,0.925,42414.45,95.81,0.513,93.86,5,16,4,Add_to_Cart
15069,60845,21498,Furniture,3617,Cart_Add,2024-12-24 13:32:23,Tablet,Advertisement,North,18-24,Regular,612,106,843,48,4961.61,34.02,1.36,12970,Limited_Stock,Standard,7,0,3,67,6,5,0.65,0.288,18474.48,74.86,0.376,46.06,9,32,3,Ignore
15865,52304,24761,Sports,3392,Cart_Add,2024-03-30 10:02:19,Mobile,Email,North,55+,Silver,2578,771,91,41,18961.45,52.41,3.4,8913,In_Stock,Standard,29,4,31,60,49,26,0.363,0.19,36875.34,62.05,0.401,6.32,16,29,8,View
11283,54862,22732,Toys,3097,Search_Click,2024-08-23 08:55:45,Mobile,Direct,North,25-34,Regular,2857,597,1014,43,58806.74,23.95,2.46,11983,In_Stock,Express,81,6,2,48,19,2,0.564,0.67,51907.76,33.11,0.52,54.35,36,3,6,View
10710,52912,22744,Beauty,3190,Search_Click,2024-12-26 19:58:07,Desktop,Search_Engine,East,45-54,Silver,505,474,824,41,67466.32,38.46,4.39,49,In_Stock,Standard,87,23,32,24,36,9,0.13,0.24,8228.42,1.05,0.283,41.94,24,3,10,Add_to_Cart
15576,58992,24276,Grocery,3195,Cart_Add,2024-07-06 19:16:35,Mobile,Search_Engine,Central,25-34,Regular,2797,723,951,12,67258.87,8.26,2.16,14165,In_Stock,Standard,61,20,8,64,27,21,0.621,0.385,157.03,54.92,0.358,82.94,30,1,13,View
15531,61573,22882,Sports,3334,Cart_Add,2024-01-13 05:01:40,Mobile,Social_Media,North,25-34,Regular,1862,627,982,49,58743.13,53.88,4.91,7053,In_Stock,Express,70,8,7,28,27,24,0.251,0.865,4467.98,0.01,0.25,86.81,1,26,9,View
14745,60299,25579,Home_Appliances,3083,Cart_Add,2024-12-25 14:21:45,Mobile,Advertisement,East,18-24,Regular,1715,331,666,57,41923.82,13.13,3.86,4716,In_Stock,Express,9,9,21,57,11,0,0.208,0.759,9186.4,67.75,0.698,67.18,4,25,7,Add_to_Cart
14414,57237,20202,Sports,3251,Wishlist_Add,2024-10-07 03:45:55,Mobile,Search_Engine,West,25-34,Regular,77,836,30,16,43383.17,47.94,2.23,7683,Limited_Stock,Express,54,14,1,15,36,12,0.81,0.88,54665.69,83.99,0.836,16.79,22,23,6,View
13749,55566,21499,Grocery,3070,Product_View,2024-04-08 11:20:05,Mobile,Direct,West,25-34,Silver,2758,514,308,40,1421.26,64.15,4.16,14269,In_Stock,Standard,70,6,14,35,4,1,0.493,0.843,48416.05,56.34,0.793,98.09,17,34,7,Add_to_Cart
15354,56532,25638,Furniture,3292,Search_Click,2024-12-15 21:16:20,Mobile,Direct,South,25-34,Gold,1304,695,375,52,24073.54,8.75,4.28,4798,Limited_Stock,Standard,48,20,29,33,17,11,0.203,0.653,50259.36,3.95,0.541,14.34,20,21,17,Add_to_Cart
14780,51110,23087,Electronics,3340,Product_View,2024-09-23 14:13:24,Mobile,Social_Media,East,25-34,Regular,5146,798,759,46,64928.9,64.8,1.21,8386,In_Stock,Standard,73,12,16,46,37,7,0.141,0.89,54496.34,73.6,0.546,11.29,18,20,1,Add_to_Cart
10664,56930,23114,Sports,3385,Product_View,2024-09-20 00:02:47,Mobile,Search_Engine,North,18-24,Regular,1742,221,725,15,54755.15,55.8,1.04,6506,In_Stock,Standard,73,4,34,22,49,17,0.439,0.956,48739.51,91.42,0.325,69.66,12,22,10,Purchase
11999,51251,22591,Books,3700,Product_View,2024-03-22 22:53:01,Mobile,Advertisement,East,25-34,Gold,5007,309,841,56,70814.38,31.14,4.15,2400,In_Stock,Standard,76,12,29,24,38,24,0.784,0.686,34053.97,28.95,0.084,29.07,18,0,19,View
13446,60833,25409,Footwear,3458,Product_View,2024-08-31 23:47:05,Desktop,Advertisement,East,18-24,Gold,555,623,750,54,7844.12,42.49,4.55,5197,In_Stock,Same_Day,20,6,18,15,7,24,0.45,0.381,34011.05,60.82,0.364,5.0,1,16,3,View
13744,58178,21949,Fashion,3141,Product_View,2024-03-24 05:04:16,Mobile,Advertisement,Central,25-34,Regular,2544,168,332,29,61562.02,26.59,1.23,10337,In_Stock,Standard,57,4,28,16,23,4,0.389,0.811,36567.44,65.87,0.477,73.79,35,16,19,Add_to_Cart
